Customer_ID,Age,Gender,Shopping_Experience,Product_Quality,Delivery_Speed,Customer_Service,Return_Experience,Recommendation,Comments
Cust_2617,37.0,Male,5.0,3.0,5.0,1.0,Yes,No,Comment_2617
Cust_2618,30.0,Male,3.0,1.0,4.0,5.0,,No,Comment_2618
Cust_2619,56.0,Female,1.0,4.0,4.0,1.0,Yes,No,Comment_2619
Cust_2620,46.0,Male,3.0,4.0,2.0,2.0,Yes,No,Comment_2620
Cust_2621,,Female,1.0,1.0,3.0,4.0,Yes,No,
Cust_2622,22.0,Female,2.0,2.0,2.0,4.0,,No,Comment_2622
Cust_2623,63.0,Female,5.0,2.0,3.0,4.0,Yes,No,Comment_2623
Cust_2624,29.0,Female,2.0,3.0,1.0,3.0,No,Yes,Comment_2624
Cust_2625,56.0,,3.0,4.0,,4.0,No,Yes,Comment_2625
Cust_2626,31.0,Male,1.0,3.0,5.0,2.0,No,Yes,Comment_2626
Cust_2627,55.0,Male,5.0,5.0,2.0,2.0,,Yes,Comment_2627
Cust_2628,64.0,Male,2.0,2.0,1.0,1.0,No,Yes,Comment_2628
Cust_2629,59.0,Female,2.0,5.0,3.0,5.0,No,,Comment_2629
Cust_2630,43.0,Male,4.0,,1.0,4.0,Yes,,Comment_2630
Cust_2631,60.0,Male,1.0,4.0,4.0,2.0,Yes,Yes,Comment_2631
Cust_2632,56.0,Male,,1.0,5.0,3.0,No,Yes,Comment_2632
Cust_2633,32.0,Female,2.0,5.0,1.0,5.0,Yes,Yes,Comment_2633
Cust_2634,37.0,Female,5.0,3.0,1.0,3.0,,Yes,Comment_2634
Cust_2635,27.0,Male,2.0,3.0,1.0,3.0,Yes,,Comment_2635
Cust_2636,36.0,Male,1.0,4.0,5.0,2.0,No,Yes,Comment_2636
Cust_2637,51.0,Male,1.0,,2.0,1.0,No,No,Comment_2637
Cust_2638,59.0,Female,4.0,,1.0,1.0,No,Yes,
Cust_2639,,Female,1.0,,2.0,1.0,No,No,Comment_2639
Cust_2640,63.0,Female,2.0,1.0,5.0,4.0,No,Yes,Comment_2640
Cust_2641,38.0,Female,2.0,3.0,3.0,2.0,No,Yes,Comment_2641
Cust_2642,60.0,Female,4.0,2.0,3.0,1.0,Yes,Yes,Comment_2642
Cust_2643,38.0,Female,5.0,1.0,1.0,1.0,Yes,No,Comment_2643
Cust_2644,42.0,Female,,3.0,1.0,5.0,Yes,Yes,Comment_2644
Cust_2645,28.0,Male,2.0,5.0,4.0,,,Yes,Comment_2645
Cust_2646,36.0,Female,4.0,,1.0,1.0,No,Yes,Comment_2646
Cust_2647,41.0,Male,1.0,3.0,,2.0,Yes,Yes,Comment_2647
Cust_2648,29.0,,4.0,2.0,5.0,4.0,No,No,Comment_2648
Cust_2649,43.0,Female,5.0,3.0,4.0,4.0,No,No,
Cust_2650,20.0,Female,4.0,4.0,1.0,2.0,No,No,
Cust_2651,20.0,Male,1.0,5.0,2.0,4.0,Yes,Yes,Comment_2651
Cust_2652,19.0,Female,1.0,5.0,4.0,,Yes,Yes,Comment_2652
Cust_2653,29.0,Female,3.0,5.0,3.0,5.0,Yes,No,Comment_2653
Cust_2654,24.0,Male,1.0,5.0,3.0,1.0,Yes,Yes,Comment_2654
Cust_2655,42.0,Male,2.0,4.0,2.0,2.0,,No,Comment_2655
Cust_2656,36.0,Female,4.0,2.0,2.0,2.0,No,Yes,Comment_2656
Cust_2657,53.0,Female,5.0,1.0,1.0,4.0,Yes,,Comment_2657
Cust_2658,30.0,Male,1.0,4.0,4.0,3.0,Yes,Yes,Comment_2658
Cust_2659,51.0,,4.0,5.0,1.0,1.0,Yes,No,Comment_2659
Cust_2660,31.0,Male,1.0,1.0,3.0,3.0,No,Yes,Comment_2660
Cust_2661,52.0,Female,4.0,4.0,4.0,5.0,No,Yes,Comment_2661
Cust_2662,41.0,Female,1.0,4.0,1.0,2.0,No,No,Comment_2662
Cust_2663,36.0,Female,,2.0,1.0,1.0,Yes,Yes,Comment_2663
Cust_2664,,Female,3.0,5.0,2.0,2.0,No,Yes,
Cust_2665,,Male,3.0,4.0,3.0,4.0,No,No,Comment_2665
Cust_2666,39.0,Male,1.0,3.0,5.0,4.0,Yes,Yes,Comment_2666
Cust_2667,28.0,Male,3.0,5.0,5.0,,No,No,Comment_2667
Cust_2668,53.0,Male,2.0,,1.0,2.0,No,Yes,Comment_2668
Cust_2669,65.0,Female,1.0,5.0,4.0,1.0,No,No,Comment_2669
Cust_2670,36.0,Male,3.0,5.0,3.0,3.0,Yes,No,Comment_2670
Cust_2671,26.0,Male,3.0,4.0,1.0,4.0,Yes,,Comment_2671
Cust_2672,29.0,Male,2.0,3.0,2.0,5.0,Yes,No,Comment_2672
Cust_2673,47.0,Female,5.0,3.0,,1.0,No,No,Comment_2673
Cust_2674,18.0,Male,2.0,1.0,3.0,3.0,Yes,No,Comment_2674
Cust_2675,40.0,Male,4.0,3.0,1.0,2.0,No,No,
Cust_2676,45.0,Female,5.0,1.0,3.0,3.0,Yes,No,Comment_2676
Cust_2677,29.0,Female,2.0,1.0,2.0,2.0,No,Yes,Comment_2677
Cust_2678,19.0,Female,3.0,2.0,2.0,,No,Yes,Comment_2678
Cust_2679,49.0,Female,4.0,3.0,4.0,4.0,Yes,Yes,Comment_2679
Cust_2680,44.0,Female,2.0,3.0,3.0,1.0,,No,Comment_2680
Cust_2681,51.0,Female,4.0,4.0,3.0,1.0,Yes,Yes,Comment_2681
Cust_2682,40.0,Male,3.0,1.0,4.0,3.0,Yes,Yes,Comment_2682
Cust_2683,42.0,Male,3.0,3.0,2.0,4.0,No,Yes,Comment_2683
Cust_2684,,Male,4.0,1.0,5.0,2.0,Yes,Yes,Comment_2684
Cust_2685,51.0,,4.0,2.0,4.0,2.0,No,No,Comment_2685
Cust_2686,20.0,Female,1.0,2.0,4.0,2.0,,No,
Cust_2687,51.0,Female,4.0,3.0,2.0,3.0,Yes,No,
Cust_2688,18.0,Male,2.0,1.0,4.0,1.0,Yes,No,
Cust_2689,35.0,Male,1.0,4.0,2.0,3.0,No,Yes,Comment_2689
Cust_2690,45.0,Female,5.0,1.0,4.0,1.0,No,Yes,Comment_2690
Cust_2691,60.0,Male,2.0,5.0,5.0,,Yes,No,Comment_2691
Cust_2692,,Male,5.0,3.0,3.0,3.0,No,No,Comment_2692
Cust_2693,52.0,Female,3.0,5.0,4.0,1.0,No,No,Comment_2693
Cust_2694,59.0,Female,2.0,5.0,1.0,2.0,No,Yes,Comment_2694
Cust_2695,22.0,Male,4.0,3.0,2.0,2.0,Yes,Yes,
Cust_2696,64.0,Male,2.0,2.0,5.0,3.0,No,No,Comment_2696
Cust_2697,56.0,Female,2.0,5.0,4.0,5.0,,,Comment_2697
Cust_2698,39.0,Female,3.0,4.0,2.0,4.0,Yes,No,Comment_2698
Cust_2699,18.0,Female,4.0,4.0,4.0,2.0,Yes,No,Comment_2699
Cust_2700,19.0,,3.0,4.0,1.0,4.0,Yes,No,
Cust_2701,33.0,Female,2.0,1.0,,5.0,Yes,No,Comment_2701
Cust_2702,53.0,Female,5.0,1.0,3.0,,Yes,Yes,Comment_2702
Cust_2703,23.0,Male,4.0,5.0,5.0,3.0,Yes,No,Comment_2703
Cust_2704,65.0,Female,2.0,5.0,5.0,3.0,Yes,Yes,Comment_2704
Cust_2705,38.0,Male,3.0,5.0,2.0,4.0,No,Yes,Comment_2705
Cust_2706,26.0,Male,2.0,,1.0,2.0,Yes,No,Comment_2706
Cust_2707,,,5.0,1.0,2.0,2.0,No,No,
Cust_2708,54.0,Male,3.0,3.0,3.0,,Yes,Yes,Comment_2708
Cust_2709,53.0,Female,,3.0,,5.0,Yes,No,Comment_2709
Cust_2710,26.0,Male,5.0,,4.0,1.0,Yes,,
Cust_2711,25.0,Female,2.0,1.0,5.0,,No,No,
Cust_2712,23.0,Male,5.0,4.0,2.0,4.0,No,No,Comment_2712
Cust_2713,43.0,Male,1.0,2.0,1.0,3.0,No,No,Comment_2713
Cust_2714,30.0,Female,1.0,5.0,5.0,,Yes,No,Comment_2714
Cust_2715,63.0,Male,5.0,1.0,3.0,1.0,Yes,No,Comment_2715
Cust_2716,26.0,Female,,4.0,1.0,5.0,No,No,Comment_2716
Cust_2717,42.0,Female,3.0,2.0,1.0,3.0,No,Yes,Comment_2717
Cust_2718,57.0,Female,1.0,5.0,1.0,5.0,No,No,Comment_2718
Cust_2719,,Male,5.0,4.0,5.0,3.0,No,No,Comment_2719
Cust_2720,46.0,Male,2.0,3.0,2.0,4.0,Yes,No,Comment_2720
Cust_2721,21.0,Female,3.0,5.0,1.0,5.0,No,,Comment_2721
Cust_2722,43.0,Female,1.0,2.0,2.0,1.0,Yes,,
Cust_2723,63.0,Female,3.0,,4.0,3.0,Yes,Yes,Comment_2723
Cust_2724,64.0,Female,4.0,1.0,3.0,4.0,Yes,Yes,
Cust_2725,,Female,1.0,1.0,5.0,4.0,,No,Comment_2725
Cust_2726,42.0,Female,3.0,3.0,5.0,2.0,Yes,Yes,Comment_2726
Cust_2727,45.0,Male,3.0,4.0,4.0,,Yes,No,Comment_2727
Cust_2728,60.0,Female,4.0,5.0,1.0,2.0,No,Yes,Comment_2728
Cust_2729,,Male,1.0,3.0,5.0,1.0,No,,Comment_2729
Cust_2730,38.0,Female,1.0,4.0,2.0,1.0,Yes,No,Comment_2730
Cust_2731,62.0,Female,,5.0,1.0,3.0,Yes,Yes,Comment_2731
Cust_2732,23.0,Male,2.0,2.0,3.0,3.0,No,No,Comment_2732
Cust_2733,45.0,Female,1.0,3.0,2.0,5.0,,Yes,Comment_2733
Cust_2734,20.0,Male,4.0,1.0,2.0,1.0,No,No,Comment_2734
Cust_2735,62.0,Female,1.0,4.0,2.0,1.0,No,No,Comment_2735
Cust_2736,24.0,Male,5.0,1.0,3.0,1.0,Yes,Yes,Comment_2736
Cust_2737,59.0,Male,2.0,3.0,1.0,2.0,No,Yes,
Cust_2738,38.0,Male,4.0,2.0,2.0,,Yes,Yes,Comment_2738
Cust_2739,55.0,Male,5.0,2.0,3.0,2.0,Yes,No,Comment_2739
Cust_2740,22.0,Male,5.0,3.0,4.0,4.0,Yes,Yes,Comment_2740
Cust_2741,28.0,Female,3.0,3.0,,3.0,No,No,Comment_2741
Cust_2742,26.0,Female,5.0,4.0,3.0,1.0,No,No,Comment_2742
Cust_2743,62.0,Male,1.0,3.0,1.0,4.0,Yes,Yes,
Cust_2744,23.0,,5.0,4.0,3.0,5.0,No,No,Comment_2744
Cust_2745,58.0,Male,4.0,2.0,4.0,1.0,No,Yes,Comment_2745
Cust_2746,30.0,Male,5.0,3.0,3.0,3.0,No,Yes,Comment_2746
Cust_2747,46.0,Male,1.0,2.0,2.0,4.0,No,Yes,Comment_2747
Cust_2748,26.0,Male,5.0,4.0,3.0,3.0,Yes,Yes,Comment_2748
Cust_2749,44.0,Female,4.0,1.0,2.0,5.0,Yes,Yes,Comment_2749
Cust_2750,19.0,Female,5.0,1.0,5.0,2.0,No,Yes,
Cust_2751,60.0,Female,3.0,4.0,4.0,,No,Yes,
Cust_2752,65.0,Female,4.0,4.0,1.0,,Yes,Yes,Comment_2752
Cust_2753,28.0,Male,2.0,4.0,5.0,2.0,No,No,Comment_2753
Cust_2754,48.0,Female,2.0,3.0,1.0,5.0,Yes,No,
Cust_2755,36.0,Female,5.0,5.0,4.0,1.0,Yes,No,Comment_2755
Cust_2756,45.0,Male,3.0,3.0,3.0,5.0,No,Yes,Comment_2756
Cust_2757,55.0,Female,3.0,4.0,4.0,,,Yes,Comment_2757
Cust_2758,40.0,Female,3.0,4.0,,1.0,No,No,
Cust_2759,64.0,Female,1.0,5.0,2.0,1.0,No,No,Comment_2759
Cust_2760,63.0,Female,4.0,4.0,5.0,3.0,No,No,Comment_2760
Cust_2761,35.0,Male,3.0,,1.0,3.0,No,Yes,Comment_2761
Cust_2762,26.0,Male,3.0,2.0,5.0,5.0,Yes,No,Comment_2762
Cust_2763,44.0,Male,2.0,4.0,3.0,4.0,Yes,No,Comment_2763
Cust_2764,23.0,Male,4.0,,1.0,2.0,Yes,No,Comment_2764
Cust_2765,39.0,Male,4.0,1.0,3.0,3.0,Yes,No,Comment_2765
Cust_2766,35.0,Female,3.0,2.0,,2.0,,Yes,Comment_2766
Cust_2767,31.0,Female,3.0,3.0,5.0,2.0,Yes,No,Comment_2767
Cust_2768,26.0,Female,4.0,2.0,5.0,2.0,Yes,No,Comment_2768
Cust_2769,60.0,Female,3.0,1.0,3.0,5.0,No,Yes,
Cust_2770,59.0,Male,3.0,2.0,3.0,3.0,Yes,No,Comment_2770
Cust_2771,33.0,Male,,1.0,4.0,,Yes,No,
Cust_2772,24.0,Female,2.0,1.0,3.0,4.0,Yes,No,Comment_2772
Cust_2773,23.0,Male,4.0,,5.0,2.0,Yes,No,Comment_2773
Cust_2774,58.0,Female,3.0,4.0,5.0,5.0,Yes,Yes,Comment_2774
Cust_2775,44.0,Female,3.0,1.0,4.0,5.0,Yes,No,Comment_2775
Cust_2776,50.0,Male,3.0,2.0,1.0,3.0,No,,
Cust_2777,60.0,Female,2.0,2.0,5.0,5.0,,No,Comment_2777
Cust_2778,29.0,Male,1.0,3.0,2.0,1.0,Yes,No,Comment_2778
Cust_2779,56.0,Male,4.0,3.0,1.0,1.0,Yes,No,
Cust_2780,51.0,Male,1.0,5.0,5.0,4.0,No,Yes,Comment_2780
Cust_2781,23.0,Male,1.0,4.0,3.0,2.0,No,No,Comment_2781
Cust_2782,32.0,Female,2.0,,5.0,4.0,Yes,Yes,Comment_2782
Cust_2783,52.0,Male,2.0,4.0,5.0,4.0,No,No,Comment_2783
Cust_2784,45.0,Male,5.0,3.0,5.0,2.0,Yes,No,Comment_2784
Cust_2785,64.0,Male,1.0,4.0,2.0,4.0,No,No,Comment_2785
Cust_2786,27.0,Male,2.0,4.0,1.0,3.0,No,No,Comment_2786
Cust_2787,23.0,Female,4.0,2.0,5.0,2.0,Yes,No,
Cust_2788,46.0,Female,2.0,2.0,,1.0,Yes,No,Comment_2788
Cust_2789,21.0,Female,3.0,4.0,2.0,5.0,No,No,Comment_2789
Cust_2790,54.0,Male,1.0,3.0,2.0,5.0,Yes,No,Comment_2790
Cust_2791,22.0,Male,1.0,4.0,,5.0,Yes,Yes,Comment_2791
Cust_2792,58.0,Male,3.0,3.0,4.0,4.0,Yes,No,Comment_2792
Cust_2793,49.0,Female,2.0,2.0,2.0,1.0,Yes,,Comment_2793
Cust_2794,57.0,Female,4.0,3.0,3.0,5.0,No,No,
Cust_2795,30.0,Male,4.0,5.0,5.0,,No,No,Comment_2795
Cust_2796,52.0,Male,2.0,2.0,2.0,3.0,No,Yes,Comment_2796
Cust_2797,38.0,,1.0,3.0,5.0,1.0,No,No,Comment_2797
Cust_2798,39.0,Male,4.0,4.0,5.0,5.0,No,Yes,Comment_2798
Cust_2799,53.0,Male,3.0,3.0,4.0,5.0,,Yes,Comment_2799
Cust_2800,50.0,Male,1.0,5.0,2.0,5.0,No,Yes,
Cust_2801,29.0,Male,5.0,4.0,1.0,2.0,No,Yes,Comment_2801
Cust_2802,54.0,Male,1.0,1.0,3.0,2.0,Yes,No,Comment_2802
Cust_2803,52.0,Male,3.0,2.0,3.0,1.0,Yes,Yes,
Cust_2804,55.0,Female,,5.0,1.0,1.0,Yes,No,Comment_2804
Cust_2805,49.0,Female,,4.0,3.0,3.0,Yes,Yes,Comment_2805
Cust_2806,31.0,Female,1.0,5.0,4.0,5.0,,No,Comment_2806
Cust_2807,53.0,Male,4.0,4.0,5.0,,No,Yes,Comment_2807
Cust_2808,33.0,,3.0,5.0,4.0,3.0,Yes,Yes,Comment_2808
Cust_2809,59.0,Female,1.0,4.0,5.0,4.0,,Yes,Comment_2809
Cust_2810,19.0,Male,3.0,2.0,4.0,4.0,No,Yes,Comment_2810
Cust_2811,18.0,Male,1.0,3.0,3.0,4.0,No,No,Comment_2811
Cust_2812,64.0,Male,5.0,1.0,1.0,2.0,No,Yes,Comment_2812
Cust_2813,29.0,Female,1.0,4.0,3.0,5.0,Yes,No,Comment_2813
Cust_2814,44.0,Male,1.0,3.0,,3.0,,Yes,Comment_2814
Cust_2815,45.0,Female,2.0,5.0,4.0,1.0,Yes,Yes,Comment_2815
Cust_2816,27.0,Female,5.0,5.0,2.0,4.0,No,Yes,Comment_2816
Cust_2817,36.0,Male,1.0,4.0,1.0,4.0,Yes,No,Comment_2817
Cust_2818,21.0,Male,3.0,3.0,3.0,4.0,Yes,Yes,Comment_2818
Cust_2819,41.0,Male,2.0,,5.0,3.0,Yes,No,Comment_2819
Cust_2820,61.0,Female,2.0,3.0,5.0,5.0,,Yes,Comment_2820
Cust_2821,26.0,Male,3.0,4.0,1.0,4.0,Yes,Yes,
Cust_2822,28.0,Male,2.0,1.0,2.0,2.0,No,Yes,
Cust_2823,45.0,Female,5.0,2.0,5.0,4.0,Yes,Yes,Comment_2823
Cust_2824,33.0,Female,3.0,2.0,3.0,2.0,No,,Comment_2824
Cust_2825,43.0,Male,1.0,3.0,,5.0,No,Yes,Comment_2825
Cust_2826,18.0,Female,1.0,1.0,4.0,4.0,Yes,No,Comment_2826
Cust_2827,29.0,,5.0,,2.0,1.0,Yes,Yes,Comment_2827
Cust_2828,55.0,Male,1.0,3.0,2.0,2.0,No,Yes,Comment_2828
Cust_2829,55.0,Female,3.0,5.0,3.0,4.0,Yes,Yes,Comment_2829
Cust_2830,46.0,Male,1.0,,,4.0,No,No,Comment_2830
Cust_2831,43.0,Male,5.0,1.0,2.0,2.0,Yes,No,Comment_2831
Cust_2832,60.0,Male,1.0,2.0,1.0,1.0,No,No,Comment_2832
Cust_2833,44.0,Male,3.0,1.0,3.0,3.0,No,No,Comment_2833
Cust_2834,21.0,Female,1.0,,4.0,3.0,No,No,Comment_2834
Cust_2835,31.0,Female,4.0,,1.0,5.0,Yes,Yes,Comment_2835
Cust_2836,39.0,Female,2.0,1.0,5.0,1.0,Yes,No,Comment_2836
Cust_2837,25.0,Male,5.0,4.0,,2.0,Yes,Yes,Comment_2837
Cust_2838,32.0,Male,5.0,1.0,,2.0,Yes,Yes,Comment_2838
Cust_2839,20.0,Female,3.0,3.0,2.0,2.0,Yes,No,
Cust_2840,31.0,Male,1.0,,2.0,4.0,,Yes,Comment_2840
Cust_2841,20.0,Male,1.0,,2.0,3.0,No,Yes,Comment_2841
Cust_2842,31.0,Male,1.0,2.0,5.0,5.0,No,No,Comment_2842
Cust_2843,20.0,Female,5.0,3.0,5.0,3.0,Yes,No,Comment_2843
Cust_2844,56.0,Male,3.0,5.0,3.0,,No,No,Comment_2844
Cust_2845,61.0,Male,3.0,5.0,3.0,5.0,Yes,Yes,Comment_2845
Cust_2846,26.0,Female,4.0,,5.0,3.0,Yes,Yes,Comment_2846
Cust_2847,46.0,Female,1.0,3.0,4.0,4.0,No,,Comment_2847
Cust_2848,,Male,4.0,4.0,5.0,5.0,No,Yes,Comment_2848
Cust_2849,24.0,Male,3.0,3.0,2.0,2.0,No,Yes,Comment_2849
Cust_2850,39.0,Male,5.0,5.0,,2.0,No,,Comment_2850
Cust_2851,22.0,Female,5.0,2.0,,5.0,No,Yes,Comment_2851
Cust_2852,29.0,Female,4.0,1.0,1.0,,Yes,Yes,
Cust_2853,27.0,Female,2.0,3.0,4.0,5.0,No,No,Comment_2853
Cust_2854,60.0,Female,5.0,4.0,4.0,5.0,Yes,No,Comment_2854
Cust_2855,33.0,Female,2.0,1.0,4.0,1.0,No,Yes,
Cust_2856,24.0,Female,1.0,5.0,3.0,4.0,Yes,,Comment_2856
Cust_2857,62.0,Male,2.0,5.0,3.0,4.0,No,Yes,Comment_2857
Cust_2858,30.0,,3.0,1.0,4.0,5.0,Yes,No,Comment_2858
Cust_2859,27.0,Female,3.0,,2.0,2.0,No,,Comment_2859
Cust_2860,,Male,1.0,5.0,5.0,1.0,,Yes,Comment_2860
Cust_2861,,Female,5.0,1.0,1.0,2.0,Yes,No,Comment_2861
Cust_2862,65.0,Male,4.0,2.0,2.0,4.0,No,Yes,Comment_2862
Cust_2863,60.0,Male,5.0,5.0,2.0,4.0,No,No,Comment_2863
Cust_2864,54.0,Male,1.0,4.0,5.0,4.0,Yes,No,Comment_2864
Cust_2865,64.0,Male,2.0,2.0,3.0,2.0,Yes,No,Comment_2865
Cust_2866,57.0,Female,3.0,2.0,2.0,1.0,Yes,No,Comment_2866
Cust_2867,63.0,Male,3.0,1.0,1.0,5.0,No,Yes,Comment_2867
Cust_2868,31.0,Female,1.0,2.0,2.0,2.0,,Yes,Comment_2868
Cust_2869,20.0,Male,2.0,3.0,4.0,1.0,Yes,Yes,
Cust_2870,45.0,Male,4.0,2.0,1.0,2.0,No,Yes,Comment_2870
Cust_2871,,Male,5.0,,3.0,1.0,Yes,No,Comment_2871
Cust_2872,33.0,Female,1.0,2.0,2.0,4.0,Yes,No,Comment_2872
Cust_2873,61.0,Female,1.0,5.0,2.0,5.0,Yes,No,Comment_2873
Cust_2874,46.0,Female,2.0,3.0,1.0,3.0,Yes,Yes,Comment_2874
Cust_2875,42.0,Male,,3.0,,1.0,Yes,No,Comment_2875
Cust_2876,39.0,Male,3.0,,1.0,2.0,Yes,Yes,Comment_2876
Cust_2877,33.0,Female,2.0,4.0,5.0,,No,No,Comment_2877
Cust_2878,36.0,Female,4.0,1.0,1.0,,Yes,No,Comment_2878
Cust_2879,18.0,Male,5.0,2.0,5.0,1.0,No,No,Comment_2879
Cust_2880,41.0,Female,3.0,3.0,4.0,1.0,No,Yes,Comment_2880
Cust_2881,33.0,Male,2.0,3.0,2.0,3.0,Yes,Yes,Comment_2881
Cust_2882,51.0,Male,5.0,1.0,1.0,2.0,Yes,No,Comment_2882
Cust_2883,35.0,Female,1.0,1.0,5.0,4.0,Yes,Yes,Comment_2883
Cust_2884,53.0,Male,5.0,2.0,,4.0,No,No,Comment_2884
Cust_2885,27.0,Male,2.0,4.0,5.0,1.0,Yes,Yes,Comment_2885
Cust_2886,37.0,,2.0,1.0,4.0,2.0,Yes,No,Comment_2886
Cust_2887,28.0,Male,1.0,2.0,5.0,4.0,Yes,No,Comment_2887
Cust_2888,65.0,Female,4.0,4.0,4.0,2.0,Yes,Yes,Comment_2888
Cust_2889,37.0,Male,3.0,5.0,3.0,2.0,No,No,Comment_2889
Cust_2890,34.0,Male,2.0,3.0,1.0,,Yes,No,Comment_2890
Cust_2891,44.0,Female,2.0,1.0,2.0,2.0,Yes,No,
Cust_2892,39.0,Female,5.0,1.0,1.0,3.0,No,No,Comment_2892
Cust_2893,50.0,Male,1.0,,4.0,,Yes,Yes,Comment_2893
Cust_2894,49.0,Male,2.0,5.0,2.0,4.0,Yes,No,
Cust_2895,55.0,Male,5.0,2.0,1.0,4.0,Yes,No,Comment_2895
Cust_2896,35.0,,3.0,1.0,5.0,3.0,Yes,No,Comment_2896
Cust_2897,42.0,Male,3.0,2.0,,1.0,,No,Comment_2897
Cust_2898,27.0,Female,2.0,5.0,2.0,2.0,No,Yes,Comment_2898
Cust_2899,26.0,Male,4.0,1.0,3.0,2.0,No,No,Comment_2899
Cust_2900,23.0,Male,1.0,3.0,2.0,1.0,Yes,Yes,Comment_2900
Cust_2901,32.0,Female,3.0,1.0,5.0,1.0,No,No,Comment_2901
Cust_2902,23.0,Female,3.0,1.0,2.0,3.0,,No,Comment_2902
Cust_2903,61.0,Female,1.0,1.0,4.0,5.0,,No,Comment_2903
Cust_2904,26.0,Female,,1.0,,3.0,No,Yes,Comment_2904
Cust_2905,41.0,Male,5.0,5.0,1.0,4.0,Yes,Yes,
Cust_2906,60.0,Male,5.0,1.0,4.0,3.0,Yes,Yes,Comment_2906
Cust_2907,61.0,Female,2.0,5.0,5.0,5.0,No,No,Comment_2907
Cust_2908,50.0,Female,1.0,3.0,4.0,,No,Yes,Comment_2908
Cust_2909,35.0,Female,3.0,5.0,3.0,1.0,Yes,No,Comment_2909
Cust_2910,23.0,Male,5.0,5.0,2.0,1.0,Yes,No,Comment_2910
Cust_2911,61.0,Female,5.0,4.0,1.0,3.0,No,Yes,Comment_2911
Cust_2912,30.0,Female,2.0,1.0,1.0,1.0,Yes,No,Comment_2912
Cust_2913,28.0,Male,2.0,1.0,2.0,1.0,Yes,No,Comment_2913
Cust_2914,58.0,Male,2.0,4.0,2.0,3.0,Yes,No,Comment_2914
Cust_2915,25.0,Male,3.0,5.0,3.0,5.0,No,No,Comment_2915
Cust_2916,48.0,Female,3.0,4.0,,2.0,No,Yes,Comment_2916
Cust_2917,39.0,Female,1.0,5.0,2.0,1.0,No,Yes,Comment_2917
Cust_2918,58.0,Male,2.0,3.0,2.0,1.0,No,Yes,
Cust_2919,33.0,Female,,5.0,2.0,5.0,No,Yes,Comment_2919
Cust_2920,26.0,,2.0,3.0,5.0,2.0,Yes,No,Comment_2920
Cust_2921,41.0,Female,2.0,1.0,4.0,4.0,No,Yes,Comment_2921
Cust_2922,39.0,Female,4.0,2.0,4.0,4.0,Yes,Yes,Comment_2922
Cust_2923,55.0,Male,5.0,3.0,3.0,5.0,Yes,No,
Cust_2924,45.0,Male,1.0,4.0,2.0,5.0,Yes,No,Comment_2924
Cust_2925,64.0,Male,2.0,3.0,4.0,4.0,Yes,Yes,Comment_2925
Cust_2926,18.0,Male,3.0,2.0,4.0,5.0,No,Yes,Comment_2926
Cust_2927,63.0,Male,2.0,3.0,1.0,2.0,No,No,Comment_2927
Cust_2928,26.0,Female,4.0,2.0,2.0,5.0,Yes,No,Comment_2928
Cust_2929,31.0,,2.0,3.0,1.0,2.0,Yes,Yes,Comment_2929
Cust_2930,63.0,Male,3.0,4.0,1.0,3.0,Yes,Yes,Comment_2930
Cust_2931,52.0,Female,5.0,2.0,2.0,4.0,Yes,Yes,Comment_2931
Cust_2932,28.0,Male,1.0,5.0,5.0,2.0,No,No,
Cust_2933,65.0,Male,3.0,3.0,1.0,5.0,No,No,Comment_2933
Cust_2934,23.0,Female,4.0,5.0,4.0,2.0,Yes,Yes,Comment_2934
Cust_2935,58.0,Male,5.0,2.0,4.0,4.0,No,No,Comment_2935
Cust_2936,36.0,Female,3.0,5.0,3.0,1.0,Yes,,Comment_2936
Cust_2937,31.0,Female,3.0,5.0,5.0,,Yes,No,Comment_2937
Cust_2938,33.0,Female,3.0,3.0,5.0,5.0,Yes,No,Comment_2938
Cust_2939,49.0,Male,2.0,,4.0,1.0,Yes,No,Comment_2939
Cust_2940,31.0,Female,1.0,2.0,2.0,5.0,No,Yes,Comment_2940
Cust_2941,22.0,Female,1.0,2.0,5.0,4.0,Yes,Yes,Comment_2941
Cust_2942,64.0,Female,,2.0,4.0,2.0,No,No,Comment_2942
Cust_2943,25.0,Male,,2.0,1.0,1.0,No,No,
Cust_2944,19.0,Female,5.0,3.0,2.0,1.0,No,Yes,Comment_2944
Cust_2945,,Male,4.0,1.0,4.0,4.0,No,No,Comment_2945
Cust_2946,35.0,Male,4.0,3.0,4.0,2.0,No,No,Comment_2946
Cust_2947,43.0,,4.0,2.0,3.0,4.0,No,Yes,Comment_2947
Cust_2948,39.0,Female,1.0,4.0,3.0,5.0,Yes,Yes,Comment_2948
Cust_2949,24.0,Male,4.0,1.0,4.0,3.0,Yes,Yes,Comment_2949
Cust_2950,48.0,Male,3.0,,2.0,1.0,No,Yes,Comment_2950
Cust_2951,26.0,,1.0,2.0,4.0,3.0,,No,Comment_2951
Cust_2952,19.0,Male,5.0,5.0,4.0,1.0,Yes,Yes,
Cust_2953,37.0,Male,2.0,1.0,3.0,3.0,Yes,Yes,Comment_2953
Cust_2954,48.0,,3.0,4.0,5.0,,Yes,No,Comment_2954
Cust_2955,30.0,,3.0,2.0,1.0,5.0,No,Yes,Comment_2955
Cust_2956,32.0,Female,1.0,4.0,5.0,4.0,Yes,No,Comment_2956
